1;air_base;2664.00;11.00;2032.00;0.00;0
1;anti_air_building;2664.00;11.00;2032.00;0.00;0
1;anti_air_building;2664.00;11.00;2032.00;0.00;0
1;anti_air_building;2664.00;11.00;2032.00;0.00;0
1;arms_factory;2664.00;11.00;2032.00;0.00;0
1;arms_factory;2664.00;11.00;2032.00;0.00;0
1;arms_factory;2664.00;11.00;2032.00;0.00;0
1;arms_factory;2664.00;11.00;2032.00;0.00;0
1;arms_factory;2664.00;11.00;2032.00;0.00;0
1;arms_factory;2664.00;11.00;2032.00;0.00;0
1;bunker;2672.00;11.00;2043.00;0.00;0
1;coastal_bunker;2672.00;11.00;2043.00;0.00;0
1;dockyard;2672.00;11.00;2043.00;0.00;0
1;industrial_complex;2664.00;11.00;2032.00;0.00;0
1;industrial_complex;2664.00;11.00;2032.00;0.00;0
1;industrial_complex;2664.00;11.00;2032.00;0.00;0
1;industrial_complex;2664.00;11.00;2032.00;0.00;0
1;industrial_complex;2664.00;11.00;2032.00;0.00;0
1;industrial_complex;2664.00;11.00;2032.00;0.00;0
1;naval_base_spawn;2672.00;11.00;2043.00;0.00;2446
1;nuclear_reactor_spawn;2664.00;11.00;2032.00;0.00;0
1;synthetic_refinery;2664.00;11.00;2032.00;0.00;0
1;supply_node;2672.00;11.00;2043.00;0.00;0
1;floating_harbor;2673.00;11.00;2043.00;0.00;13272
1;rocket_site_spawn;2664.00;11.00;2032.00;0.00;0
2;air_base;3541.00;11.00;758.00;0.00;0
2;anti_air_building;3541.00;11.00;758.00;0.00;0
2;anti_air_building;3589.00;11.00;828.00;0.00;0
2;anti_air_building;3523.00;11.00;733.00;0.00;0
2;arms_factory;3541.00;11.00;758.00;0.00;0
2;arms_factory;3589.00;11.00;828.00;0.00;0
2;arms_factory;3523.00;11.00;733.00;0.00;0
2;arms_factory;3489.00;11.00;712.00;0.00;0
2;arms_factory;3564.00;11.00;780.00;0.00;0
2;arms_factory;3539.00;11.00;721.00;0.00;0
2;bunker;3544.00;11.00;774.00;0.00;0
2;bunker;3604.00;11.00;823.00;0.00;0
2;bunker;3530.00;11.00;742.00;0.00;0
2;bunker;3508.00;11.00;723.00;0.00;0
2;bunker;3553.00;11.00;776.00;0.00;0
2;bunker;3535.00;11.00;728.00;0.00;0
2;bunker;3485.00;11.00;701.00;0.00;0
2;bunker;3559.00;11.00;761.00;0.00;0
2;bunker;3592.00;11.00;817.00;0.00;0
2;bunker;3502.00;11.00;699.00;0.00;0
2;bunker;3549.00;11.00;750.00;0.00;0
2;bunker;3517.00;11.00;717.00;0.00;0
2;coastal_bunker;3604.00;11.00;823.00;0.00;0
2;coastal_bunker;3555.00;11.00;724.00;0.00;0
2;coastal_bunker;3488.00;11.00;664.00;0.00;0
2;coastal_bunker;3573.00;11.00;756.00;0.00;0
2;coastal_bunker;3600.00;11.00;815.00;0.00;0
2;coastal_bunker;3516.00;11.00;684.00;0.00;0
2;coastal_bunker;3567.00;11.00;740.00;0.00;0
2;coastal_bunker;3529.00;11.00;694.00;0.00;0
2;dockyard;3604.00;11.00;823.00;0.00;0
2;industrial_complex;3541.00;11.00;758.00;0.00;0
2;industrial_complex;3589.00;11.00;828.00;0.00;0
2;industrial_complex;3523.00;11.00;733.00;0.00;0
2;industrial_complex;3489.00;11.00;712.00;0.00;0
2;industrial_complex;3564.00;11.00;780.00;0.00;0
2;industrial_complex;3539.00;11.00;721.00;0.00;0
2;naval_base_spawn;3604.00;11.00;823.00;0.00;2730
2;naval_base_spawn;3555.00;11.00;724.00;0.00;2704
2;naval_base_spawn;3488.00;11.00;664.00;0.00;5298
2;naval_base_spawn;3573.00;11.00;756.00;0.00;2704
